"Project","Primary","trackID","From","To","Type","Ownership","Note","Connected","modin","modout","status"
"Iron River Area","Unnamed from Webster Rd to N Church Rd","TRWB27","Webster Rd","Unnamed off Moreland Lake Rd","Offroad","Public",NA,"WBSR08, WBSR09, TRWB28, TRML01",2023-07-19 10:22:43.605488,2024-03-05 17:09:59.977427,"EXISTING"
"Iron River Area","Unnamed from Webster Rd to N Church Rd","TRWB28","Unnamed off Moreland Lake Rd","N Church Rd","Offroad","Public",NA,"TRWB28, TRML01, NCHU01, TCAB07",2023-07-19 10:23:02.787922,2024-03-05 17:09:59.995415,"EXISTING"
"Iron River Area","Unnamed off Webster Rd","TRWB30","Webster Rd",NA,"Offroad","Public","TBC","WBSR02, WBSR03, DEAD097",2023-08-05 08:14:12.220715,2024-03-05 17:10:00.031395,"EXISTING"
"Iron River Area","Unnamed off Webster Rd","TRWB32","Webster Rd","Unnamed from Cty Rd A to Church Rd","Offroad","Public",NA,"WBSR01, WBSR02, TCAB03, TCAB04",2023-08-19 10:04:17.200724,2024-03-05 17:10:00.057381,"EXISTING"
"Iron River Area","Unnamed off Webster Rd","TRWB38","Webster Rd",NA,"Offroad","Public",NA,"WBSR04, WBSR05, TRWB39",2023-08-05 08:14:29.856796,2024-03-05 17:10:00.176311,"EXISTING"
"Iron River Area","Unnamed off Webster Rd","TRWB39",NA,"Unnamed off Webster Rd","Trail","Public",NA,"TRWB38, TRWB30, DEAD097",2023-08-05 08:14:03.262333,2024-03-05 17:10:00.198313,"EXISTING"
"Iron River Area","Unnamed off Webster Rd","TRWB40","Webster Rd","Unnamed from Cty Rd A to Church Rd","Offroad","Public",NA,"WBSR05, WBSR06, TCAB05, TCAB06",2023-08-27 11:04:38.909389,2024-03-05 17:10:00.217308,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDA01","W Delta Rd","North Country Trail","Trail","Public",NA,"WDLT12, WDLT13, NCTBF029, NCTBF030",2023-01-16 21:39:55.591484,2024-03-05 17:10:00.232298,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDB01","W Delta Rd","FR813","Trail","Public",NA,"WDLT07, WDLT08, FR81302, FR81303",2023-01-16 21:39:55.593483,2024-03-05 17:10:00.248289,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDC01","W Delta Rd","FR813","Trail","Public",NA,"WDLT09, WDLT10, FR81303, FR81304",2023-01-16 21:39:55.594482,2024-03-05 17:10:00.261263,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDD01","Cty Rd A",NA,"Offroad","Public",NA,"NA, TRWDD02, TRWDE04",2023-01-16 21:39:55.595484,2024-03-05 17:10:00.362206,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDD02",NA,"W Delta Rd","Offroad","Public",NA,"TRWDD01, TRWDE04, WDLT01, WDLT02",2023-01-16 21:39:55.596481,2024-03-05 17:10:00.383192,"EXISTING"
"Iron River Area","Unnamed near W Delta Rd","TRWDE01","Cty Rd A",NA,"Offroad","Public",NA,"NA, TRWDE02, TRWDE04",2023-01-16 21:39:55.597481,2024-03-05 17:10:00.400185,"EXISTING"
"Iron River Area","Unnamed near W Delta Rd","TRWDE02",NA,NA,"Trail","Public",NA,"TRWDE01, TRWDE04, TRWDE03, DEAD037",2023-01-16 21:39:55.598482,2024-03-05 17:10:00.440161,"EXISTING"
"Iron River Area","Unnamed near W Delta Rd","TRWDE03",NA,"FR231A","Offroad","Public",NA,"TRWDE02, DEAD037, FR231A01, FR231A02",2023-01-16 21:39:55.600479,2024-03-05 17:10:00.455153,"EXISTING"
"Iron River Area","Unnamed near W Delta Rd","TRWDE04",NA,NA,"Offroad","Public",NA,"TRWDD01, TRWDD02, TRWDE01, TRWDE02",2023-01-16 21:39:55.601479,2024-03-05 17:10:00.467144,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDF01","W Delta Rd","Unnamed near W Delta Rd","Trail","Public",NA,"WDLT16, WDLT17, TRWDF02, TRWDF03",2023-01-16 21:39:55.602478,2024-03-05 17:10:00.63105,"EXISTING"
"Iron River Area","Unnamed off W Delta Rd","TRWDF02","Unnamed near W Delta Rd","W Delta Rd","Trail","Public",NA,"TRWDF01, TRWDF03, WDLT18, WDLT19",2024-02-28 12:13:42.60915,2024-03-05 17:10:00.653036,"EXISTING"
"Iron River Area","Unnamed near W Delta Rd","TRWDF03","Unnamed off W Delta Rd","DEADEND","Trail","Public",NA,"TRWDF01, TRWDF02, NA",2024-02-28 12:13:51.514517,2024-03-05 17:10:00.692015,"EXISTING"
"Iron River Area","Unnamed off Wills Rd","TRWL01","Wills Rd","Unnamed off Troy Pit Rd","Offroad","Public",NA,"WLLS17, WLLS18, TRTP22",2024-02-29 17:44:32.120972,2024-03-05 17:10:00.790976,"EXISTING"
"Iron River Area","Troy Pit Rd","TRYP01","County Line Rd / S Shore Grade Rd","Unnamed off Troy Pit Rd","Gravel","Public",NA,"BDCL01, SHRG01, TRYP02",2024-03-04 16:18:39.591644,2024-03-05 17:10:00.812958,"EXISTING"
"Iron River Area","Troy Pit Rd","TRYP02","Unnamed off Troy Pit Rd","Unnamed off Troy Pit Rd","Gravel","Public",NA,"TRYP01, TRYP03",2024-03-04 16:18:47.787334,2024-03-05 17:10:00.828934,"EXISTING"
"Iron River Area","Troy Pit Rd","TRYP03","Unnamed off Troy Pit Rd","Wills Rd / North Country Trail","Gravel","Public",NA,"TRYP02, TRYP04, WILLS15, WLLS16, NCTBF002, NCTBF003",2024-03-04 16:18:55.764902,2024-03-05 17:10:00.849934,"EXISTING"
"Iron River Area","Troy Pit Rd","TRYP04","Wills Rd / North Country Trail","Unnamed off Troy Pit Rd","Gravel","Public",NA,"TRYP03, WLLS11, WLLS16, NCTBF002, NCTBF003, TRYP05",2024-03-04 16:19:05.825251,2024-03-05 17:10:00.864635,"EXISTING"
"Iron River Area","Troy Pit Rd","TRYP05","Unnamed off Troy it Rd","Unnamed off Troy Pit Rd","Gravel","Public","TBC","TRYP04, NA",2024-03-04 16:19:15.245348,2024-03-05 17:10:00.876629,"EXISTING"
"Iron River Area","W Bay Dr","WBAY01","S Long Lake Rd","Private driveway","Gravel","Public",NA,"LNGS02, LNGS02, NA",2023-11-09 13:58:09.695862,2024-03-05 17:10:00.987568,"EXISTING"
"Iron River Area","Wabigon Lake Trail","WBGN01","Reynard Lake Rd","Wabigon Lake","Trail","Public",NA,"RYND01, RYND02, NA",2023-01-16 21:39:55.607477,2024-03-05 17:10:01.008553,"EXISTING"
"Iron River Area","W Bass Rd","WBLK01","Cty Rd H","boat ramp","Paved","Public",NA,"CTYH15, CTYH16, WBLK02",2023-01-16 21:39:55.608866,2024-03-05 17:10:01.019547,"EXISTING"
"Iron River Area","W Bass Rd","WBLK02","boat ramp","end of W Bass Rd","Gravel","Public",NA,"WBLK01, NA",2023-01-16 21:39:55.609476,2024-03-05 17:10:01.033537,"EXISTING"
"Iron River Area","W Bellevue Rd","WBLV01","Rocky Run Rd","Weikal Rd","Gravel","Public",NA,"RKYR06, RKYR07, WBLV02, WIKL01",2023-01-16 21:39:55.611475,2024-03-05 17:10:01.046532,"EXISTING"
"Iron River Area","W Bellevue Rd","WBLV02","Weikal Rd","boat ramp","Gravel","Public",NA,"WBLV01, WIKL01, NA",2023-01-16 21:39:55.612474,2024-03-05 17:10:01.058523,"EXISTING"
"Iron River Area","Webster Rd","WBSR01","Cty Rd A","Unnamed off Webster Rd","Gravel","Public",NA,"NA, WBSR02, TRWB32",2024-02-28 08:16:17.729227,2024-03-05 17:10:01.074514,"EXISTING"
"Iron River Area","Webster Rd","WBSR02","Unnamed off Webster Rd","Unnamed off Webster Rd","Gravel","Public",NA,"WBSR01, TRWB32, WBSR03, TRWB30",2024-02-28 08:16:17.665234,2024-03-05 17:10:01.091505,"EXISTING"
"Iron River Area","Webster Rd","WBSR03","Unnamed off Webster Rd","Unnamed off Webster Rd","Gravel","Public",NA,"WBSR02, TRWB30, WBSR04, TRWB20",2024-02-28 08:17:51.055248,2024-03-05 17:10:01.189447,"EXISTING"
"Iron River Area","Webster Rd","WBSR04","Unnamed off Webster Rd","Unnamed off Webster Rd","Gravel","Public",NA,"WBSR03, TRWB20, WBSR05, TRWB38",2024-02-28 08:17:51.030277,2024-03-05 17:10:01.219431,"EXISTING"
"Iron River Area","Webster Rd","WBSR05","Unnamed off Webster Rd","Unnamed off Webster Rd","Gravel","Public",NA,"WBSR04, TRWB38, WBSR06, TRWB40",2024-02-28 08:17:50.465588,2024-03-05 17:10:01.230425,"EXISTING"
"Iron River Area","Webster Rd","WBSR06","Unnamed off Webster Rd","Unnamed from Banana Belt Rd to Webster Rd","Gravel","Public",NA,"WBSR05, TRWB40, WBSR07, TRBB22",2024-02-28 08:17:50.441614,2024-03-05 17:10:01.242418,"EXISTING"
"Iron River Area","Webster Rd","WBSR07","Unnamed from Banana Belt Rd to Webster Rd","Pero Rd","Gravel","Public",NA,"WBSR06, TRBB22, WBSR08, PERO12",2024-02-28 08:17:48.653603,2024-03-05 17:10:01.255409,"EXISTING"
"Iron River Area","Webster Rd","WBSR08","Pero Rd","Unnamed off Webster Rd","Gravel","Public","snow plowing ends here","WBSR07, PERO12, WBSR09, TRWB27",2024-02-28 08:17:48.623022,2024-03-05 17:10:01.266403,"EXISTING"
"Iron River Area","Webster Rd","WBSR09","Unnamed off Webster Rd","Moreland Lake Rd","Gravel","Public",NA,"WBSR08, TRWB27, MRLD04, MRLD05",2024-02-28 08:17:46.0655,2024-03-05 17:10:01.284391,"EXISTING"
"Iron River Area","W Church Rd","WCHU01","N Church Rd","Unnamed off W Church Rd","Gravel","Public",NA,"NCHU13, WCHU02",2024-01-25 08:14:24.290516,2024-03-05 17:10:01.296385,"EXISTING"
"Iron River Area","W Church Rd","WCHU02","Unnamed off W Church Rd","Unnamed off W Church Rd","Gravel","Public",NA,"WCHU01, WCHU03",2024-01-25 08:14:56.240292,2024-03-05 17:10:01.404325,"EXISTING"
"Iron River Area","W Church Rd","WCHU03","Unnamed off W Church Rd","Unnamed off W Church Rd","Gravel","Public",NA,"WCHU02, WCHU04",2024-01-25 08:14:55.622553,2024-03-05 17:10:01.422314,"EXISTING"
"Iron River Area","W Church Rd","WCHU04","Unnamed off W Church Rd","Unnamed off W Church Rd","Gravel","Public",NA,"WCHU03, WCHU05",2024-01-25 08:14:54.812868,2024-03-05 17:10:01.434307,"EXISTING"
"Iron River Area","W Church Rd","WCHU05","Unnamed off W Church Rd","Moore Rd","Gravel","Public",NA,"WCHU04, WCHU06, MORE06, MORE07",2024-01-25 08:14:54.060299,2024-03-05 17:10:01.448299,"EXISTING"
"Iron River Area","W Church Rd","WCHU06","Moore Rd","ATV/Snow Trail 17","Gravel","Public",NA,"WCHU05, MORE06, MORE07, WCHU07",2024-01-28 11:16:41.549469,2024-03-05 17:10:01.460293,"EXISTING"
"Iron River Area","W Church Rd","WCHU07","ATV/Snow Trail 17","Bingo Rd","Gravel","Public",NA,"WCHU06, WCHU08, BNGO01",2024-01-28 11:16:37.593761,2024-03-05 17:10:01.482279,"EXISTING"
"Iron River Area","W Church Rd","WCHU08","Bingo Rd",NA,"Gravel","Public",NA,"WCHU07, BNGO01, WCHU09",2024-01-28 11:18:41.886475,2024-03-05 17:10:01.507263,"EXISTING"
"Iron River Area","W Church Rd","WCHU09",NA,NA,"Gravel","Public",NA,"WCHU08, WCHU10",2024-01-28 11:18:29.638737,2024-03-05 17:10:01.617216,"EXISTING"
"Iron River Area","W Church Rd","WCHU10",NA,"Huffgard Rd","Gravel","Public",NA,"WCHU09, WCHU11",2024-01-28 11:18:27.001177,2024-03-05 17:10:01.632193,"EXISTING"
"Iron River Area","W Church Rd","WCHU11","Huffgard Rd",NA,"Gravel","Public",NA,"WCHU10, HGRD19, WCHU12",2024-01-28 11:18:24.063627,2024-03-05 17:10:01.652182,"EXISTING"
"Iron River Area","W Church Rd","WCHU12",NA,"Unnamed off Halfway Rd","Gravel","Public",NA,"WCHU11, WCHU13",2024-01-28 11:18:20.593805,2024-03-05 17:10:01.664177,"EXISTING"
"Iron River Area","W Church Rd","WCHU13","Unnamed off Halfway Rd","County Line Rd","Gravel","Public",NA,"WCHU12, BDCL27, BDCL28",2024-01-28 11:18:39.329948,2024-03-05 17:10:01.694157,"EXISTING"
"Iron River Area","Woodberry Ln","WDBY01","W Long Lake Rd","Private driveway","Paved","Public",NA,"LNGW05, LNGW06, NA",2023-01-16 21:39:55.612474,2024-03-05 17:10:01.708149,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT01","Cty Rd A","Unnamed off W Delta Rd","Gravel","Public",NA,"NA, WDLT02",2023-01-16 21:39:55.614471,2024-03-05 17:10:01.820099,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT02","Unnamed off W Delta Rd","FR 231A/232","Gravel","Public",NA,"WDLT01, WDLT03, FR231A01",2024-02-26 14:07:51.4039,2024-03-05 17:10:01.838078,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT03","FR 231A/232","ATV/Snow Trail 31 (Buckskin)","Gravel","Public",NA,"WDLT02, FR231A01, WDLT04, ATV3142, ATV3143",2024-02-26 14:10:18.245176,2024-03-05 17:10:01.85408,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT04","ATV/Snow Trail 31 (Buckskin)","Musky Lake Rd","Gravel","Public",NA,"WDLT03, ATV3142, ATV3143, WDLT05, MSKY11, MSKY12",2024-02-26 14:10:18.294147,2024-03-05 17:10:01.865074,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT05","Musky Lake Rd","FR413","Gravel","Public",NA,"WDLT04, MSKY11, MSKY12, WDLT06, FR41303, FR41305",2024-02-26 14:10:18.335123,2024-03-05 17:10:01.883047,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT06","FR413","FR413 [Alt]","Gravel","Public",NA,"WDLT05, FR41303, FR41305, WDLT07, FR41304",2024-02-26 14:10:18.383097,2024-03-05 17:10:01.901037,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT07","FR413 [Alt]","Unnamed off W Delta Rd","Gravel","Public",NA,"WDLT06, FR41304, WDLT08, TRWDB01",2024-02-26 14:10:18.436068,2024-03-05 17:10:01.91403,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT08","Unnamed off W Delta Rd","Beck Rd","Gravel","Public",NA,"WDLT07, TRWDB01, WDLT09, BECK01",2024-02-26 14:10:18.491037,2024-03-05 17:10:02.046953,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT09","Beck Rd","Unnamed off W Delta Rd","Gravel","Public",NA,"WDLT08, BECK01, WDLT10, TRWDC01",2024-02-26 14:09:38.767002,2024-03-05 17:10:02.068941,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT10","Unnamed off W Delta Rd","FR813","Gravel","Public",NA,"WDLT09, TRWDC01, WDLT11, FR81305",2024-02-26 14:09:38.801989,2024-03-05 17:10:02.08493,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT11","FR813","FR231C","Gravel","Public",NA,"WDLT10, FR81305, WDLT12",2024-02-26 14:09:38.832964,2024-03-05 17:10:02.098925,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT12","FR231C","Unnamed off W Delta Rd","Gravel","Public",NA,"WDLT11, WDLT13, TRWDA01",2024-02-26 14:09:38.866945,2024-03-05 17:10:02.115913,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT13","Unnamed off W Delta Rd","FR401A","Gravel","Public",NA,"WDLT12, TRWDA01, WDLT14, FR401A01",2024-02-26 14:09:38.898924,2024-03-05 17:10:02.229849,"EXISTING"
"Iron River Area","W Delta Rd (FR231)","WDLT14","FR401A","N Delta Rd","Gravel","Public",NA,"WDLT13, FR401A01, WDLT15, NDLT01",2024-02-26 14:09:38.934891,2024-03-05 17:10:02.249836,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT15","N Delta Rd","North Country Trail","Gravel","Public",NA,"WDLT13, NDLT01, WDLT16, NCTBFL39, NCTBF031",2024-02-26 14:09:38.96987,2024-03-05 17:10:02.261831,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT16","North Country Trail","Unnamed off W Delta Rd","Gravel","Public",NA,"WDLT15, NCTBFL39, NCTBF031, WDLT17, TRWDF01",2024-02-26 14:09:39.000853,2024-03-05 17:10:02.272823,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT17","Unnamed off W Delta Rd","Rocky Run Rd","Gravel","Public",NA,"WDLT16, TRWDF01, WDLT18, RKYR01",2024-02-26 14:09:39.034834,2024-03-05 17:10:02.289812,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT18","Rocky Run Rd","Unnamed off W Delta Rd","Gravel","Public",NA,"WDLT17, RKYR01, WDLT19, TRWDF02",2024-02-26 14:09:39.064816,2024-03-05 17:10:02.300808,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT19","Unnamed off W Delta Rd","White R Fishery Area [West]","Gravel","Public",NA,"WDLT18, TRWDF02, WDLT20, WRFA01",2024-02-26 14:09:39.096815,2024-03-05 17:10:02.333788,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT20","White R Fishery Area [West]","White R Fishery Area [East]","Gravel","Public",NA,"WDLT19, WRFA01, WDLT21, WRFA02",2024-02-26 14:09:39.126801,2024-03-05 17:10:02.469711,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT21","White R Fishery Area [East]","Basswood Rd","Gravel","Public",NA,"WDLT20, WRFA02, WDLT22, BSWD01",2024-02-26 14:09:39.161779,2024-03-05 17:10:02.496695,"EXISTING"
"Iron River Area","W Delta Rd (FR228)","WDLT22","Basswood Rd","Scenic Dr","Paved","Public",NA,"WDLT21, BSWD01, SCNC06, SCNC08",2024-02-26 14:09:39.21773,2024-03-05 17:10:02.514683,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR01","Battle Axe Rd","Bailey Lake Rd","Gravel","Public",NA,"BTLX08, BTLX09, WDNR02, BALY01",2023-04-01 17:49:29.151857,2024-03-05 17:10:02.535673,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR02","Bailey Lake Rd","Mannik Rd","Gravel","Public",NA,"WDNR01, BALY01, WDNR03",2023-04-01 17:51:04.810316,2024-03-05 17:10:02.678591,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR03","Mannik Rd","Iron River NFH trails","Gravel","Public",NA,"WDNR02, WDNR04",2023-04-01 17:51:12.051773,2024-03-05 17:10:02.689583,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR04","Iron River NFH trails","Iron River NFH trails","Gravel","Public",NA,"WDNR03, WDNR05",2023-04-01 17:52:59.608204,2024-03-05 17:10:02.701576,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR05","Iron River NFH trails","Iron River NFH trails","Gravel","Public",NA,"WDNR04, WDNR06",2023-04-01 17:51:19.293379,2024-03-05 17:10:02.71657,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR06","Iron River NFH trails","Iron River NFH trails (trailhead)","Gravel","Public",NA,"WDNR05, WDNR07",2023-04-01 17:51:27.361044,2024-03-05 17:10:02.728559,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR07","Iron River NFH trails (trailhead)","Fairview Rd","Gravel","Public",NA,"WDNR06, WDNR08",2023-04-01 17:51:34.82625,2024-03-05 17:10:02.827503,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR08","Fairview Rd","Iron River NFH trails","Gravel","Public",NA,"WDNR07, WDNR09",2023-04-01 17:51:41.283646,2024-03-05 17:10:02.840496,"EXISTING"
"Iron River Area","Weidenaar Rd","WDNR09","Iron River NFH trails","McLean Rd","Gravel","Public",NA,"WDNR08, MCLN01",2023-04-01 17:51:48.509703,2024-03-05 17:10:02.85149,"EXISTING"
"Iron River Area","West Fork Rd","WFRK01","Scenic Dr","end of West Fork Rd","Gravel","Public",NA,"SCNC09, SCNC10, NA",2023-01-16 21:39:55.643456,2024-03-05 17:10:02.865482,"EXISTING"
"Iron River Area","W Gravel Pit Rd","WGPT01","Cty Rd A","W Spider Lake Rd","Paved","Public",NA,"NA, SPDW05",2023-01-16 21:39:55.644464,2024-03-05 17:10:02.878475,"EXISTING"
"Iron River Area","Wheeler Rd","WHLR01","County Rd H","Shady Ln","Gravel","Public",NA,"CTYH12, CTYH13, WHLR02, SHDY02, SHDY03",2023-01-16 21:39:55.645464,2024-03-05 17:10:02.890467,"EXISTING"
"Iron River Area","Wheeler Rd","WHLR02","Shady Ln","Buskey Bay boat ramp","Gravel","Public",NA,"WHLR01, SHDY02, SHDY03, NA",2023-01-16 21:39:55.645464,2024-03-05 17:10:02.930445,"EXISTING"
"Iron River Area","Whispering Pine Rd","WHSP01","Black Duck Rd / Mallard Rd","Unnamed near Pigeon Lake Rd","Gravel","Public",NA,"BLKD01, MLRD01, NA",2023-04-12 16:16:46.633862,2024-03-05 17:10:02.958431,"EXISTING"
"Iron River Area","Weikal Rd","WIKL01","W Bellevue Rd","end of Weikal Rd","Gravel","Public",NA,"WBLV01, WBLV02, NA",2023-01-16 21:39:55.646454,2024-03-05 17:10:03.207285,"EXISTING"
"Iron River Area","W Kern Lake Rd","WKRN01","Delta-Drummond Rd","Private driveway","Gravel","Public",NA,"NA, NA",2023-01-16 21:39:55.647455,2024-03-05 17:10:03.223276,"EXISTING"
"Iron River Area","Wallace Rd","WLCE01","Wayside Rd","Private property","Gravel","Public",NA,"WYSD01, WYSD02, NA",2023-01-16 21:39:55.648453,2024-03-05 17:10:03.239267,"EXISTING"
"Iron River Area","Wildwood Campground Rd","WLDC01","Wayside Rd","Wildwood Campground","Gravel","Public",NA,"WYSD02, WYSD03, WLDC02, WLDC03",2023-01-16 21:39:55.649462,2024-03-05 17:10:03.258257,"EXISTING"
"Iron River Area","Wildwood Campground Loop","WLDC02","Wildwood Campground Rd","Unnamed near Pike Lake Rd","Gravel","Public",NA,"WLDC01, WLDC03, WLDC03, TRPL11",2023-01-16 21:39:55.651457,2024-03-05 17:10:03.272247,"EXISTING"
"Iron River Area","Wildwood Campground Loop","WLDC03","Unnamed near Pike Lake Rd","Wildwood Campground Rd","Gravel","Public",NA,"WLDC02, TRPL11, WLDC01, WLDC02",2023-01-16 21:39:55.652451,2024-03-05 17:10:03.287239,"EXISTING"
"Iron River Area","Wilderness Lake Rd (FR1841)","WLDN01","Cty Rd A","FR395B","Gravel","Public",NA,"NA, WLDN02, FR395B01",2023-01-16 21:39:55.65346,2024-03-05 17:10:03.30423,"EXISTING"
"Iron River Area","Wilderness Lake Rd (FR1841)","WLDN02","FR395B","Nancy Lake trail","Gravel","Public",NA,"WLDN01, FR395B01, WLDN03, NCYL01",2023-01-16 21:39:55.654459,2024-03-05 17:10:03.317221,"EXISTING"
"Iron River Area","Wilderness Lake Rd (FR1841)","WLDN03","Nancy Lake trail","Wilderness Lake South Rd","Gravel","Public",NA,"WLDN02, NCYL01, WLDN04, WLDS01",2023-01-16 21:39:55.655449,2024-03-05 17:10:03.330214,"EXISTING"
"Iron River Area","Wilderness Lake Rd (FR1841)","WLDN04","Wilderness Lake South Rd","Wilderness Lake carry-in access","Gravel","Public",NA,"WLDN03, WLDS01, WLDN05",2023-01-16 21:39:55.657457,2024-03-05 17:10:03.341208,"EXISTING"
"Iron River Area","Wilderness Lake Rd (FR1841)","WLDN05","Wilderness Lake carry-in access","end of Wilderness Lake Rd","Gravel","Public",NA,"WLDN04, NA",2023-01-16 21:39:55.658457,2024-03-05 17:10:03.356199,"EXISTING"
"Iron River Area","Wilderness Lake South Rd (FR1841A)","WLDS01","Wilderness Lake Rd","Nancy Lake trail","Gravel","Public",NA,"WLDN03, WLDN04, WLDS02, NCYL02",2023-01-16 21:39:55.659456,2024-03-05 17:10:03.476131,"EXISTING"
"Iron River Area","Wilderness Lake South Rd (FR1841A)","WLDS02","Nancy Lake Trail","end of Wilderness Lake South Rd","Gravel","Public",NA,"WLDS01, NCYL02, NA",2023-01-16 21:39:55.659456,2024-03-05 17:10:03.495119,"EXISTING"
"Iron River Area","Wills Rd","WLLS01","US Hwy 2","Unnamed off Wills Rd","Paved","Public",NA,"NA, WLLS02",2023-03-05 09:41:57.456165,2024-03-05 17:10:03.514109,"EXISTING"
"Iron River Area","Wills Rd","WLLS02","Unnamed off Wills Rd","Unnamed off Wills Rd","Paved","Public",NA,"WLLS01, WLLS03",2023-03-05 09:42:06.200253,2024-03-05 17:10:03.527102,"EXISTING"
"Iron River Area","Wills Rd","WLLS03","Unnamed off Wills Rd","ATV/Snow Trail 24","Paved","Public",NA,"WLLS02, WLLS04",2023-03-05 09:42:14.3419,2024-03-05 17:10:03.54809,"EXISTING"
"Iron River Area","Wills Rd","WLLS04","ATV/Snow Trail 24","Unnamed off Wills Rd","Paved","Public",NA,"WLLS03, WLLS05",2023-03-05 09:42:21.820175,2024-03-05 17:10:03.564079,"EXISTING"
"Iron River Area","Wills Rd","WLLS05","Unnamed off Wills Rd","Lindgren Rd","Paved","Public",NA,"WLLS04, LGRN01",2023-03-05 09:42:30.152401,2024-03-05 17:10:03.690006,"EXISTING"
"Iron River Area","Wills Rd","WLLS11","Lindgren Rd","Troy Pit Rd","Gravel","Public",NA,"LGRN01, LGRN02, WLLS16, TRYP03, TRYP04",2024-03-04 15:56:57.846773,2024-03-05 17:10:03.709995,"EXISTING"
"Iron River Area","Wills Rd","WLLS16","Troy Pit Rd","North Country Trail","Gravel","Public",NA,"WLLS11, TRYP03, TRYP04, WLLS17, NCTBF002, NCTBF003",2024-03-06 09:51:56.569544,2024-03-06 09:45:02.519222,"MODIFIED"
